,State,Year,Quarter,District,Registered_User
4170,gujarat,2022,2,sabar kantha district,360675
4171,gujarat,2022,2,tapi district,142824
4172,gujarat,2022,2,vadodara district,1440949
4173,gujarat,2022,2,banas kantha district,849884
4174,gujarat,2022,2,amreli district,268232
4175,gujarat,2022,2,ahmadabad district,4105172
4176,gujarat,2022,2,dohad district,205476
4177,gujarat,2022,2,navsari district,299199
4178,gujarat,2022,2,patan district,348256
4179,gujarat,2022,2,kachchh district,709339
4180,gujarat,2022,2,surendranagar district,333698
4181,gujarat,2022,2,morbi district,291550
4182,gujarat,2022,3,anand district,570211
4183,gujarat,2022,3,jamnagar district,391677
4184,gujarat,2022,3,devbhumi dwarka district,136943
4185,gujarat,2022,3,rajkot district,986904
4186,gujarat,2022,3,aravallis district,217755
4187,gujarat,2022,3,chhotaudepur district,92089
4188,gujarat,2022,3,botad district,186625
4189,gujarat,2022,3,bharuch district,803845
4190,gujarat,2022,3,bhavnagar district,659228
4191,gujarat,2022,3,junagadh district,283145
4192,gujarat,2022,3,mahesana district,729723
4193,gujarat,2022,3,the dangs district,26180
4194,gujarat,2022,3,kheda district,446779
4195,gujarat,2022,3,surat district,3567767
4196,gujarat,2022,3,porbandar district,98587
4197,gujarat,2022,3,gandhinagar district,885535
4198,gujarat,2022,3,panch mahals district,292755
4199,gujarat,2022,3,narmada district,81169
4200,gujarat,2022,3,gir somnath district,242764
4201,gujarat,2022,3,valsad district,716467
4202,gujarat,2022,3,mahisagar district,131554
4203,gujarat,2022,3,sabar kantha district,379718
4204,gujarat,2022,3,tapi district,149968
4205,gujarat,2022,3,vadodara district,1515556
4206,gujarat,2022,3,banas kantha district,896869
4207,gujarat,2022,3,amreli district,281819
4208,gujarat,2022,3,ahmadabad district,4319512
4209,gujarat,2022,3,dohad district,216199
4210,gujarat,2022,3,navsari district,314617
4211,gujarat,2022,3,patan district,367059
4212,gujarat,2022,3,kachchh district,747079
4213,gujarat,2022,3,surendranagar district,351078
4214,gujarat,2022,3,morbi district,307545
4215,gujarat,2022,4,anand district,596600
4216,gujarat,2022,4,jamnagar district,409567
4217,gujarat,2022,4,devbhumi dwarka district,142445
4218,gujarat,2022,4,rajkot district,1033159
4219,gujarat,2022,4,aravallis district,227402
4220,gujarat,2022,4,chhotaudepur district,95806
4221,gujarat,2022,4,botad district,195219
4222,gujarat,2022,4,bharuch district,842519
4223,gujarat,2022,4,bhavnagar district,690130
4224,gujarat,2022,4,junagadh district,294941
4225,gujarat,2022,4,mahesana district,763693
4226,gujarat,2022,4,the dangs district,27218
4227,gujarat,2022,4,kheda district,467640
4228,gujarat,2022,4,surat district,3747780
4229,gujarat,2022,4,porbandar district,102643
4230,gujarat,2022,4,gandhinagar district,927585
4231,gujarat,2022,4,panch mahals district,306278
4232,gujarat,2022,4,narmada district,84596
4233,gujarat,2022,4,gir somnath district,254045
4234,gujarat,2022,4,valsad district,751767
4235,gujarat,2022,4,mahisagar district,137511
4236,gujarat,2022,4,sabar kantha district,397066
4237,gujarat,2022,4,tapi district,156189
4238,gujarat,2022,4,vadodara district,1587831
4239,gujarat,2022,4,banas kantha district,939693
4240,gujarat,2022,4,amreli district,293382
4241,gujarat,2022,4,ahmadabad district,4530853
4242,gujarat,2022,4,dohad district,226068
4243,gujarat,2022,4,navsari district,328740
4244,gujarat,2022,4,patan district,384293
4245,gujarat,2022,4,kachchh district,781383
4246,gujarat,2022,4,surendranagar district,366161
4247,gujarat,2022,4,morbi district,322150
4248,gujarat,2023,1,anand district,622872
4249,gujarat,2023,1,jamnagar district,428091
4250,gujarat,2023,1,devbhumi dwarka district,148801
4251,gujarat,2023,1,rajkot district,1079736
4252,gujarat,2023,1,aravallis district,238121
4253,gujarat,2023,1,chhotaudepur district,100145
4254,gujarat,2023,1,botad district,204401
4255,gujarat,2023,1,bharuch district,881508
4256,gujarat,2023,1,bhavnagar district,722197
4257,gujarat,2023,1,junagadh district,308246
4258,gujarat,2023,1,mahesana district,798353
4259,gujarat,2023,1,the dangs district,28390
4260,gujarat,2023,1,kheda district,489299
4261,gujarat,2023,1,surat district,3919829
4262,gujarat,2023,1,porbandar district,107378
4263,gujarat,2023,1,gandhinagar district,968586
4264,gujarat,2023,1,panch mahals district,320798
4265,gujarat,2023,1,narmada district,88517
4266,gujarat,2023,1,gir somnath district,266205
4267,gujarat,2023,1,valsad district,786811
4268,gujarat,2023,1,mahisagar district,143947
4269,gujarat,2023,1,sabar kantha district,415319
4270,gujarat,2023,1,tapi district,163181
4271,gujarat,2023,1,vadodara district,1658232
4272,gujarat,2023,1,banas kantha district,985280
4273,gujarat,2023,1,amreli district,306770
4274,gujarat,2023,1,ahmadabad district,4734630
4275,gujarat,2023,1,dohad district,236847
4276,gujarat,2023,1,navsari district,343293
4277,gujarat,2023,1,patan district,402483
4278,gujarat,2023,1,kachchh district,817441
4279,gujarat,2023,1,surendranagar district,383186
4280,gujarat,2023,1,morbi district,337337
4281,gujarat,2023,2,anand district,647805
4282,gujarat,2023,2,jamnagar district,446015
4283,gujarat,2023,2,devbhumi dwarka district,155916
4284,gujarat,2023,2,rajkot district,1123115
4285,gujarat,2023,2,aravallis district,249082
4286,gujarat,2023,2,chhotaudepur district,105124
4287,gujarat,2023,2,botad district,213517
4288,gujarat,2023,2,bharuch district,917746
4289,gujarat,2023,2,bhavnagar district,752872
4290,gujarat,2023,2,junagadh district,321804
4291,gujarat,2023,2,mahesana district,831177
4292,gujarat,2023,2,the dangs district,29687
4293,gujarat,2023,2,kheda district,510507
4294,gujarat,2023,2,surat district,4076929
4295,gujarat,2023,2,porbandar district,112066
4296,gujarat,2023,2,gandhinagar district,1005603
4297,gujarat,2023,2,panch mahals district,335149
4298,gujarat,2023,2,narmada district,92606
4299,gujarat,2023,2,gir somnath district,278208
4300,gujarat,2023,2,valsad district,818831
4301,gujarat,2023,2,mahisagar district,150651
4302,gujarat,2023,2,sabar kantha district,432909
4303,gujarat,2023,2,tapi district,170362
4304,gujarat,2023,2,vadodara district,1721431
4305,gujarat,2023,2,banas kantha district,1030499
4306,gujarat,2023,2,amreli district,321306
4307,gujarat,2023,2,ahmadabad district,4913610
4308,gujarat,2023,2,dohad district,247908
4309,gujarat,2023,2,navsari district,357359
4310,gujarat,2023,2,patan district,420629
4311,gujarat,2023,2,kachchh district,853047
4312,gujarat,2023,2,surendranagar district,400879
4313,gujarat,2023,2,morbi district,352419
4314,gujarat,2023,3,anand district,673475
4315,gujarat,2023,3,jamnagar district,464323
4316,gujarat,2023,3,devbhumi dwarka district,162667
4317,gujarat,2023,3,rajkot district,1167848
4318,gujarat,2023,3,aravallis district,259417
4319,gujarat,2023,3,chhotaudepur district,109721
4320,gujarat,2023,3,botad district,222558
4321,gujarat,2023,3,bharuch district,955541
4322,gujarat,2023,3,bhavnagar district,784444
4323,gujarat,2023,3,junagadh district,334954
4324,gujarat,2023,3,mahesana district,864845
4325,gujarat,2023,3,the dangs district,30986
4326,gujarat,2023,3,kheda district,531367
4327,gujarat,2023,3,surat district,4238878
4328,gujarat,2023,3,porbandar district,116719
4329,gujarat,2023,3,gandhinagar district,1044993
4330,gujarat,2023,3,panch mahals district,349209
4331,gujarat,2023,3,narmada district,96573
4332,gujarat,2023,3,gir somnath district,290226
4333,gujarat,2023,3,valsad district,852301
4334,gujarat,2023,3,mahisagar district,156901
4335,gujarat,2023,3,sabar kantha district,450547
4336,gujarat,2023,3,tapi district,177207
4337,gujarat,2023,3,vadodara district,1789238
4338,gujarat,2023,3,banas kantha district,1074757
4339,gujarat,2023,3,amreli district,335190
4340,gujarat,2023,3,ahmadabad district,5105557
4341,gujarat,2023,3,dohad district,258572
4342,gujarat,2023,3,navsari district,371393
4343,gujarat,2023,3,patan district,438627
4344,gujarat,2023,3,kachchh district,888857
4345,gujarat,2023,3,surendranagar district,418160
4346,gujarat,2023,3,morbi district,367378
4347,haryana,2018,1,yamunanagar district,46198
4348,haryana,2018,1,sonipat district,79638
4349,haryana,2018,1,jind district,51815
4350,haryana,2018,1,rohtak district,62452
4351,haryana,2018,1,faridabad district,231504
4352,haryana,2018,1,mahendragarh district,45460
4353,haryana,2018,1,hisar district,113872
4354,haryana,2018,1,karnal district,73612
4355,haryana,2018,1,fatehabad district,48955
4356,haryana,2018,1,palwal district,48774
4357,haryana,2018,1,charkhi dadri district,14712
4358,haryana,2018,1,ambala district,54127
4359,haryana,2018,1,rewari district,85350
4360,haryana,2018,1,panchkula district,41867
4361,haryana,2018,1,bhiwani district,57585
4362,haryana,2018,1,sirsa district,70800
4363,haryana,2018,1,mewat district,29541
4364,haryana,2018,1,panipat district,74739
4365,haryana,2018,1,gurugram district,474081
4366,haryana,2018,1,kaithal district,41222
4367,haryana,2018,1,kurukshetra district,47932
4368,haryana,2018,1,jhajjar district,53121
4369,haryana,2018,2,yamunanagar district,62261
4370,haryana,2018,2,sonipat district,106837
4371,haryana,2018,2,jind district,68635
4372,haryana,2018,2,rohtak district,82822
4373,haryana,2018,2,faridabad district,306358
4374,haryana,2018,2,mahendragarh district,60336
4375,haryana,2018,2,hisar district,147599
4376,haryana,2018,2,karnal district,98276
4377,haryana,2018,2,fatehabad district,63066
4378,haryana,2018,2,palwal district,64886
4379,haryana,2018,2,charkhi dadri district,19559
4380,haryana,2018,2,ambala district,73358
4381,haryana,2018,2,rewari district,113056
4382,haryana,2018,2,panchkula district,56729
4383,haryana,2018,2,bhiwani district,75485
4384,haryana,2018,2,sirsa district,91908
4385,haryana,2018,2,mewat district,41358
4386,haryana,2018,2,panipat district,101243
4387,haryana,2018,2,gurugram district,621718
4388,haryana,2018,2,kaithal district,55832
4389,haryana,2018,2,kurukshetra district,64186
4390,haryana,2018,2,jhajjar district,71713
4391,haryana,2018,3,yamunanagar district,77303
4392,haryana,2018,3,sonipat district,132705
4393,haryana,2018,3,jind district,84500
4394,haryana,2018,3,rohtak district,101649
4395,haryana,2018,3,faridabad district,383316
4396,haryana,2018,3,mahendragarh district,74545
4397,haryana,2018,3,hisar district,176380
4398,haryana,2018,3,karnal district,121471
4399,haryana,2018,3,fatehabad district,75108
4400,haryana,2018,3,palwal district,81688
4401,haryana,2018,3,charkhi dadri district,24373
4402,haryana,2018,3,ambala district,92472
4403,haryana,2018,3,rewari district,138368
4404,haryana,2018,3,panchkula district,71245
4405,haryana,2018,3,bhiwani district,92291
4406,haryana,2018,3,sirsa district,109165
4407,haryana,2018,3,mewat district,53421
4408,haryana,2018,3,panipat district,124290
4409,haryana,2018,3,gurugram district,767369
4410,haryana,2018,3,kaithal district,68422
4411,haryana,2018,3,kurukshetra district,80097
4412,haryana,2018,3,jhajjar district,90220
4413,haryana,2018,4,yamunanagar district,94449
4414,haryana,2018,4,sonipat district,165599
4415,haryana,2018,4,jind district,103156
4416,haryana,2018,4,rohtak district,124365
4417,haryana,2018,4,faridabad district,521996
4418,haryana,2018,4,mahendragarh district,91223
4419,haryana,2018,4,hisar district,210671
4420,haryana,2018,4,karnal district,149062
4421,haryana,2018,4,fatehabad district,88259
4422,haryana,2018,4,palwal district,113042
4423,haryana,2018,4,charkhi dadri district,29865
4424,haryana,2018,4,ambala district,114192
4425,haryana,2018,4,rewari district,172035
4426,haryana,2018,4,panchkula district,88703
4427,haryana,2018,4,bhiwani district,111607
4428,haryana,2018,4,sirsa district,127874
4429,haryana,2018,4,mewat district,71400
4430,haryana,2018,4,panipat district,153137
4431,haryana,2018,4,gurugram district,967781
4432,haryana,2018,4,kaithal district,82556
4433,haryana,2018,4,kurukshetra district,97619
4434,haryana,2018,4,jhajjar district,114488
4435,haryana,2019,1,yamunanagar district,111935
4436,haryana,2019,1,sonipat district,199593
4437,haryana,2019,1,jind district,121923
4438,haryana,2019,1,rohtak district,147392
4439,haryana,2019,1,faridabad district,634024
4440,haryana,2019,1,mahendragarh district,109746
4441,haryana,2019,1,hisar district,245236
4442,haryana,2019,1,karnal district,177042
4443,haryana,2019,1,fatehabad district,101001
4444,haryana,2019,1,palwal district,141953
4445,haryana,2019,1,charkhi dadri district,35788
4446,haryana,2019,1,ambala district,136012
4447,haryana,2019,1,rewari district,207051
4448,haryana,2019,1,panchkula district,105044
4449,haryana,2019,1,bhiwani district,132014
4450,haryana,2019,1,sirsa district,146936
4451,haryana,2019,1,mewat district,92292
4452,haryana,2019,1,panipat district,181548
4453,haryana,2019,1,gurugram district,1159832
4454,haryana,2019,1,kaithal district,97311
4455,haryana,2019,1,kurukshetra district,115295
4456,haryana,2019,1,jhajjar district,139799
4457,haryana,2019,2,yamunanagar district,128212
4458,haryana,2019,2,sonipat district,230883
4459,haryana,2019,2,jind district,138962
4460,haryana,2019,2,rohtak district,169372
4461,haryana,2019,2,faridabad district,716593
4462,haryana,2019,2,mahendragarh district,127605
4463,haryana,2019,2,hisar district,277720
4464,haryana,2019,2,karnal district,204255
4465,haryana,2019,2,fatehabad district,112543
4466,haryana,2019,2,palwal district,165665
4467,haryana,2019,2,charkhi dadri district,42051
4468,haryana,2019,2,ambala district,157049
4469,haryana,2019,2,rewari district,238349
4470,haryana,2019,2,panchkula district,120567
4471,haryana,2019,2,bhiwani district,151200
4472,haryana,2019,2,sirsa district,163468
4473,haryana,2019,2,mewat district,111194
4474,haryana,2019,2,panipat district,208172
4475,haryana,2019,2,gurugram district,1307319
4476,haryana,2019,2,kaithal district,110900
4477,haryana,2019,2,kurukshetra district,132749
4478,haryana,2019,2,jhajjar district,163202
4479,haryana,2019,3,yamunanagar district,143922
4480,haryana,2019,3,sonipat district,261554
4481,haryana,2019,3,jind district,154136
4482,haryana,2019,3,rohtak district,190137
4483,haryana,2019,3,faridabad district,792884
4484,haryana,2019,3,mahendragarh district,144934
4485,haryana,2019,3,hisar district,308179
4486,haryana,2019,3,karnal district,230603
4487,haryana,2019,3,fatehabad district,124153
4488,haryana,2019,3,palwal district,188217
4489,haryana,2019,3,charkhi dadri district,47499
4490,haryana,2019,3,ambala district,176487
4491,haryana,2019,3,rewari district,266893
4492,haryana,2019,3,panchkula district,134405
4493,haryana,2019,3,bhiwani district,168827
4494,haryana,2019,3,sirsa district,179271
4495,haryana,2019,3,mewat district,129646
4496,haryana,2019,3,panipat district,235346
4497,haryana,2019,3,gurugram district,1447473
4498,haryana,2019,3,kaithal district,123358
4499,haryana,2019,3,kurukshetra district,150733
4500,haryana,2019,3,jhajjar district,185095
4501,haryana,2019,4,yamunanagar district,159678
4502,haryana,2019,4,sonipat district,291479
4503,haryana,2019,4,jind district,170946
4504,haryana,2019,4,rohtak district,209750
4505,haryana,2019,4,faridabad district,862595
4506,haryana,2019,4,mahendragarh district,162341
4507,haryana,2019,4,hisar district,339753
4508,haryana,2019,4,karnal district,255280
4509,haryana,2019,4,fatehabad district,137065
4510,haryana,2019,4,palwal district,209434
4511,haryana,2019,4,charkhi dadri district,52964
4512,haryana,2019,4,ambala district,194413
4513,haryana,2019,4,rewari district,294161
4514,haryana,2019,4,panchkula district,147023
4515,haryana,2019,4,bhiwani district,187294
4516,haryana,2019,4,sirsa district,196540
4517,haryana,2019,4,mewat district,149894
4518,haryana,2019,4,panipat district,262435
4519,haryana,2019,4,gurugram district,1574240
4520,haryana,2019,4,kaithal district,136563
